Creator,Frequency,translation_count,earliest_year,latest_year,frequency_categories,Years,Titles
Church of England,25,86,1644.0,2003.0,15-29,"[1644.0, 1792.0, 1973.0, 1772.0, 1789.0, 1971.0, 2003.0, 1762.0, 1730.0, 1771.0, 1745.0, 1707.0, 1767.0, 1711.0, 1766.0, 1767.0, 1745.0, 1708.0, 1799.0, 1895.0, 1727.0, 1753.0, 1739.0, 1789.0, 1707.0]","['The new booke of common prayer. : According to the forme of the Kirke of Scotland, our brethren in faith and Covenant.', 'The book of common prayer, and administration of the sacraments, ... with the Psalter, ... To which are added select Psalms from the old version. Illustrated with notes, ...', 'An order for Holy Communion - alternative services, series 3', 'The book of common prayer, and administration of the sacraments, ... together with the Psalter ...', 'A form of prayer and thanksgiving to almighty God; to be used on Thursday the twenty-third day of April, ... for the signal interposition of His good providence in delivering our most gracious sovereign from the severe illness with which he hath been afflicted. ...', 'Should I have my children baptized?', 'Funerals in the Church of England.', 'A form of prayer to be used in all churches and chapels throughout that part of Great Britain called England, Dominion of Wales, and town of Berwick upon Tweed, upon Friday the twelfth day of March, 1762, ... for obtaining pardon of our sins, and for averting those heavy judgements, which our manifold provocations have most justly deserved; ... and for restoring and perpetuating peace, safety and prosperity to himself, and to his kingdoms. ...', 'The book of common prayer, and administration of the sacraments, ... together with the psalter ...', 'The book of common prayer, and administration of the sacraments, ... together with the Psalter ...', 'A form of prayer, to be used in all churches and chapels throughout that part of Great Britain called England, Dominion of Wales, and town of Berwick upon Tweed, upon Wednesday the eighteenth day of December next, ... for obtaining pardon of our sins, and for averting those heavy judgements which our manifold provocations have most justly deserved; ... and for restoring and perpetuating peace, safety, and prosperity to himself, and to his kingdoms. ...', 'A form of prayer and thanksgiving, to be used on Thursday the first of May next, throughout England, the dominion of Wales, and town of Berwick upon Tweed ... for the wonderful and happy conclusion of the Treaty for the Union of Her Majesties two kingdoms of England and Scotland; for imploring His blessings on the United Kingdom, and on the arms of Her Majesty and Her allies ... in the just war in which they are now engaged ... and, for beseeching Him to give all Her Majesties subjects hearts disposed to become one people..', 'Benedicite. O all ye the works of God, the Lord, bless ye the Lord, praise him, and magnify him for ever: ...', 'The book of common prayer, and administration of the sacraments, ... together with the Psalter ...', 'The book of common prayer, and administration of the sacraments, ... together with the Psalter ...', 'The book of common prayer, and administration of the sacraments, ... together with the Psalter ...', 'The book of common prayer, and administration of the sacraments, ... together with the Psalter ...', 'Llyfr gweddi gyffredin a gweinidogaeth y sacramentau ...', 'The Book of Common Prayer, and administration of the sacraments, and other rites and ceremonies of the Church, according to the use of the Church of England: together with the Psalter or Psalms of David, pointed as they are to be sung or said in churches.', 'The book of common prayer : and administration of the Holy Communion, according to the use of the Church of England; together with the psalter or psalms of David, printed as they are to sung or said in churches; but without the prefaces, portions of the calendar, some of the occasional services, and articles of religion.', 'The book of common prayer, and administration of the sacraments, ... together with the Psalter ...', 'The book of common prayer, and administration of the sacraments, ... together with the Psalter ...', 'The book of common prayer, and administration of the sacraments, ... together with the Psalter ...', 'A form of prayer and thanksgiving to almighty God. To be used in all churches and chapels throughout England the Dominion of Wales, and the town of Berwick upon Tweed, on Thursday the twenty-third day of April, ... for the signal interposition of His good providence in delivering our most gracious sovereign from the severe illness with which he hath been afflicted. ...', 'A form of prayer and thanksgiving, to be used on Thursday the first of May next, throughout England, the dominion of Wales, and town of Berwick upon Tweed ... for the wonderful and happy conclusion of the Treaty for the Union of Her Majesties two kingdoms of Scotland and England; for imploring His blessings on the United Kingdom, and on the arms of Her Majesty and Her allies ... in the just war in which they are now engaged ... and for beseeching Him to give all Her Majesties subjects hearts disposed to become one people..']"
Robert Burns,11,85,1804.0,2000.0,0-14,"[1865.0, 2000.0, 1857.0, 1809.0, 1805.0, 1934.0, 1804.0, 1967.0, 1842.0, 1818.0, 1888.0]","['The complete works of Robert Burns : containing his poems, songs, and correspondence. With life and notes, critical and biographical, by Allan Cunningham. And many notes by Lord Byron, Thomas Campbell, Thomas Carlyle, Lord Jeffrey, T. Landseer, Lockhart, Sir Walter Scott, Professor Wilson, Wordsworth, etc. etc. etc. With illustrations on steel. In two volumes ... .', 'Once a Cameron Highlander : 1914-1919 /', ""The soldier's return /"", ""The cottager's Saturday night : a poem containing a very pleasing and affecting description of the piety and happiness of a cottager and his family /"", ""The soldier's return, with his kind reception : To which are added, Saturday's night at sea. Buxom Nan of Dover. Jamie Gay on the River Tweed. Liberty much to be desired."", ""Tam O'Shanter : A tale /"", 'The merry muses : a choice collection of favourite songs.', ""Tam o' Shanter /"", 'Memoir of the Rev. Stevenson Macgill, D.D., Professor of Theology in the University of Glasgow.', 'Poetical works of Robert Burns; with an account of his life. Embellished with cuts.', ""Tam O'Shanter ... /""]"
International Labour Office,14,85,1966.0,2008.0,0-14,"[1978.0, 2000.0, 1996.0, 1966.0, 1984.0, 1988.0, 1984.0, 1999.0, 1998.0, 1978.0, 1999.0, 2008.0, 1980.0, 1979.0]","[""International labour standards : a workers' education manual."", 'Promotion of cooperatives /', 'Road maintenance and regravelling (ROMAR) using labour-based methods : handbook /', 'Report of the Director-General : social development in the Americas.', 'The trade union situation and industrial relations in Norway', 'Current international recommendations on labour statistics.', 'Youth employment and training in developing countries an annotated bibliography', 'Child labour /', 'Paying the price : the wage crisis in Central and Eastern Europe /', 'Men or machines : a study of labour-capital substitution in road construction in the Philippines /', 'Adjustment, employment & missing institutions in Africa : the experience in Eastern & Southern Africa /', 'HIV/AIDS and the world of work : fourth item on the agenda /', 'Inviolability of trade union premises and communications', 'Social security for teachers.']"
International Labour Conference,7,85,1970.0,2007.0,0-14,"[2004.0, 1976.0, 1980.0, 1970.0, 2007.0, 1996.0, 1976.0]","['Report of the Committee of Experts on the Application of Conventions and Recommendations (Articles 19, 22 and 35 of the Constitution) : third item on the agenda : information and reports on the application of conventions and recommendations /', 'Activities of the ILO, 1975 : report of the Director-General.', 'Report of the Committee of Experts on the Application of Conventions and Recommendations', 'Report of the director-general.', 'The situation of workers of the occupied Arab territories : report of the director-general : appendix.', 'Revision of the Labour Inspection (Seamen) Recommendation, 1926 (No. 28) : first item on the agenda.', 'Proposed supplementary budget for 1976-77 and other financial and administrative questions : second item on the agenda : programme and budget proposals and other financial questions.']"
Fridtjof Nansen,4,85,1893.0,2002.0,0-14,"[2002.0, 1897.0, 1893.0, 1903.0]","['The first crossing of Greenland /', 'Fram over Polhavet. Den norske Polarfaerd 1893-1896 /', 'Towards the North Pole. [With illustrations, including portraits.]', 'The Norwegian North Polar Expedition, 1893-1896. Scientific results /']"
International Labour Organisation,4,85,1984.0,1994.0,0-14,"[1984.0, 1987.0, 1987.0, 1994.0]","['Report of the Director-General [International Labour Organisation]', 'Report of the Director-General [of the International Labour Organisation]', 'Reflections on the future of multilateral co-operation : the ILO perspective : report of the Director-General [of the International Labour Organisation] (Part 1)', 'Amitrole health and safety guide.']"
Ralph Waldo Emerson,7,85,1844.0,1929.0,0-14,"[1907.0, 1906.0, 1909.0, 1883.0, 1844.0, 1890.0, 1929.0]","['Conduct of life and society and solitude.', 'Essays.', 'Heroism, love and manners /', 'Works of Ralph Waldo Emerson.', 'Nature, an essay; and lectures on the times.', 'Poems.', 'Nature']"
Charlotte Bronte,2,85,1973.0,1979.0,0-14,"[1979.0, 1973.0]","['The secret ; &, Lily Hart two tales /', 'Jane Eyre']"
Saint Jerome,2,84,1531.0,1887.0,0-14,"[1887.0, 1531.0]","['The pilgrimage of the Holy Paula /', 'D Hieronymi Eusebii Stridonensis in omnes, in quas scripsit, D. Pauli epistolas commentarij, uidelicet ad Galatas, Ephesios, Titum, & Philemonem..']"
Rachel Carson,2,84,1952.0,1959.0,0-14,"[1959.0, 1952.0]","['The sea around us /', ""Under the sea-wind. A naturalist's picture of ocean life /""]"
Thomas Paine,8,84,1776.0,1797.0,0-14,"[1792.0, 1777.0, 1792.0, 1797.0, 1793.0, 1776.0, 1792.0, 1792.0]","[""Paine's letters: containing a letter to Mr. Secretary Dundas, in answer to his speech on the late proclamation: together with two letters addressed to Lord Onslow, chairman of the meeting at Epsom, June 18, 1792, convened to address His Majesty"", 'The American crisis, Number I[-III]. By the author of Common sense.', ""Paine's four letters. Letters on government: including both his letters to Mr. Dundas; with two letters to Lord Onslow, and two from Paris. By Thomas Paine, ... to which are prefixed anecdotes of his life."", 'Agrarian justice, opposed to agrarian law, and to agrarian monopoly. Being a plan for meliorating the condition of man, by creating in every nation a national fund, ... By Thomas Paine, ...', 'Common sense; addressed to the inhabitants of America, on the following interesting subjects: ... A new edition, with several additions ... To which is added, an appendix; together with an address to the people called Quakers. ... By Thomas Paine, ...', 'Common sense; addressed to the inhabitants of America, on the following interesting subjects. I. Of the origin and design of government in general, with concise remarks on the English Constitution. II. Of monarchy and hereditary succession. III. Thoughts on the present state of American affairs. IV. Of the present ability of America, with some miscellaneous reflections. [Two lines from Thomson]', 'Letter addressed to the addressers, on the late proclamation. By Thomas Paine, ...', 'A letter from M. Condorcet, one of the secretaries to the French National Convention, to a magistrate in Swisserland, not unworthy the persual of the magistrates of other countries. With a letter from Thomas Paine to the people of France.']"
